Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,Device Type,Login Successful,Is Attack IP,Is Account Takeover
2020-02-03 17:57:05.828,8196909183500976126,,178.16.75.213,NO,Nordland,Bodø,29695,desktop,True,False,False
2020-02-03 18:05:48.689,-2103053516984053205,590.0,51.175.167.156,NO,Oslo County,Oslo,29695,mobile,True,False,False
2020-02-03 18:09:50.149,2524468288492178945,,84.209.47.5,NO,Oslo County,Oslo,41164,desktop,False,False,False
2020-02-03 18:14:29.274,8196909183500976126,,178.16.75.213,NO,Nordland,Bodø,29695,mobile,True,False,False
2020-02-03 18:15:43.081,2524468288492178945,,84.209.47.5,NO,Oslo County,Oslo,41164,desktop,True,False,False
2020-02-03 18:26:04.551,-819465600537119286,,80.203.93.124,NO,Viken,Gan,15659,mobile,True,False,False
2020-02-03 18:27:03.033,4209372968855544428,,122.129.211.87,KR,-,-,18168,mobile,False,False,False
2020-02-03 18:41:48.832,-9127579543343709059,,188.228.37.185,NO,-,-,29695,desktop,True,False,False
2020-02-03 18:50:26.633,-9127579543343709059,,188.228.37.185,NO,-,-,29695,desktop,True,False,False
2020-02-03 19:18:15.212,7599263903409549304,,80.202.117.228,NO,Vestland,Bergen,15659,desktop,True,False,False
2020-02-03 19:26:27.708,6286565956102304091,,109.247.137.185,NO,Rogaland,Stavanger,29695,desktop,True,False,False
2020-02-03 19:38:46.504,-3668302838346510339,,91.218.186.102,NO,-,-,49788,desktop,True,False,False
2020-02-03 19:43:13.374,6363553784762528067,,152.93.214.25,NO,Rogaland,Sola,29695,desktop,True,False,False
2020-02-03 19:52:00.239,1454505174548504900,,77.222.222.210,NO,Troms og Finnmark,Kirkenes,29695,mobile,True,False,False
2020-02-03 20:00:43.720,6379583411845046404,,158.248.74.222,NO,Viken,Gjettum,29695,desktop,True,False,False
2020-02-03 20:01:24.161,1920329292613780712,,89.162.60.56,NO,Nordland,Mo i Rana,29695,mobile,True,False,False
2020-02-03 20:46:31.905,5053953363115837015,,80.202.172.42,NO,-,-,15659,desktop,True,False,False
2020-02-03 20:49:11.931,-1857653916949721257,,91.242.200.225,NO,-,-,49788,desktop,True,False,False
2020-02-03 20:52:27.668,-5046185090527968899,,80.239.19.177,NO,Rogaland,Naerbo,25400,mobile,False,False,False
2020-02-03 20:56:21.649,-3125158963150192092,,10.2.81.65,CZ,Hlavni mesto Praha,Prague,48574,mobile,True,False,False
2020-02-03 20:57:10.848,-3125158963150192092,,10.2.81.65,CZ,Hlavni mesto Praha,Prague,48574,mobile,True,False,False
2020-02-03 20:57:26.958,-5046185090527968899,,80.239.19.177,NO,Rogaland,Naerbo,25400,mobile,True,False,False
2020-02-03 20:58:30.615,-3125158963150192092,,10.2.81.65,CZ,Hlavni mesto Praha,Prague,48574,mobile,True,False,False
2020-02-03 20:59:05.237,-3125158963150192092,,10.2.81.65,CZ,Hlavni mesto Praha,Prague,48574,mobile,False,False,False
2020-02-03 21:00:10.093,-3125158963150192092,,10.2.81.65,CZ,Hlavni mesto Praha,Prague,48574,mobile,True,False,False
2020-02-03 21:04:54.140,6171584243124033692,,139.164.26.145,NO,-,-,29695,mobile,True,False,False
2020-02-03 21:05:20.190,-3125158963150192092,,10.2.81.65,CZ,Hlavni mesto Praha,Prague,48574,mobile,True,False,False
2020-02-03 21:06:31.617,-3125158963150192092,,10.2.81.65,CZ,Hlavni mesto Praha,Prague,48574,mobile,True,False,False
2020-02-03 21:10:34.676,-3125158963150192092,,10.2.81.65,CZ,Hlavni mesto Praha,Prague,48574,mobile,True,False,False
2020-02-03 21:18:03.348,7599263903409549304,,80.202.117.228,NO,Vestland,Bergen,15659,desktop,True,False,False
2020-02-03 21:18:38.159,4080254785646607652,,10.3.106.180,IE,-,-,197957,tablet,True,False,False
2020-02-03 21:18:55.341,4080254785646607652,,10.3.106.180,IE,-,-,197957,mobile,False,False,False
2020-02-03 21:52:07.919,-720528843671416737,,10.0.77.104,NO,-,-,29695,desktop,False,False,False
2020-02-03 23:52:39.910,-503957870170563226,,92.220.137.43,NO,Vestland,Stord,29695,desktop,True,False,False
2020-02-04 02:00:40.029,3904010349983675043,,10.0.185.121,GB,-,-,29550,desktop,True,False,False
2020-02-04 02:03:56.611,8593754926928862620,,94.76.213.95,GB,-,-,29550,desktop,True,True,False
2020-02-04 05:05:10.505,4318732900024962365,,152.93.33.43,NO,-,-,29695,tablet,True,False,False
2020-02-04 05:41:30.426,-1135291195582497237,,109.247.75.245,NO,Viken,Hvittingfoss,29695,mobile,True,False,False
2020-02-04 06:04:43.490,1076535778060665255,,10.0.60.32,NO,Møre og Romsdal,Barstadvik,29695,mobile,True,False,False
2020-02-04 06:13:49.001,3529960132462251941,,185.140.241.239,IR,-,-,56815,tablet,True,False,False
2020-02-04 07:09:22.418,6363553784762528067,,10.3.0.64,NO,-,-,500052,desktop,True,False,False
2020-02-04 07:14:17.760,8358109616286723353,,84.209.74.88,NO,Oslo County,Oslo,41164,desktop,True,False,False
2020-02-04 07:15:39.130,6363553784762528067,,10.3.0.64,NO,-,-,500052,desktop,True,False,False
2020-02-04 07:19:57.138,5513052439442297131,,92.221.230.161,NO,Viken,Mjondalen,29695,desktop,True,False,False
2020-02-04 07:33:34.927,9140519345049536120,,10.0.139.252,US,-,-,207464,mobile,True,False,False
2020-02-04 07:34:57.251,9140519345049536120,,10.0.139.252,US,-,-,207464,mobile,True,False,False
2020-02-04 07:49:48.762,7938737820913936350,431.0,79.161.135.196,NO,Oslo County,Oslo,29695,mobile,True,False,False
2020-02-04 08:00:00.073,-9127579543343709059,,188.228.37.185,NO,-,-,29695,desktop,False,False,False
2020-02-04 08:18:09.648,8596062905004572439,,84.209.141.129,NO,Oslo County,Oslo,41164,desktop,True,False,False
2020-02-04 08:31:27.401,6316090675747493994,,170.39.76.172,US,-,-,393398,desktop,True,False,False
2020-02-04 08:36:54.962,4389006786168571354,,10.0.67.105,NO,Vestland,Skogsvagen,29695,mobile,True,False,False
2020-02-04 08:36:58.835,198556498745727583,,94.76.253.215,GB,-,-,29550,desktop,True,False,False
2020-02-04 08:37:52.318,-3605027888952465103,,51.174.82.178,NO,Rogaland,Sandnes,29695,desktop,True,False,False
2020-02-04 08:48:07.661,5362590705034004704,,10.0.77.228,NO,Oslo County,Oslo,29695,desktop,True,False,False
2020-02-04 08:51:38.509,8593754926928862620,,94.76.213.95,GB,-,-,29550,desktop,True,True,False
2020-02-04 08:53:16.551,666580368949218065,,199.26.84.170,US,-,-,393398,mobile,False,False,False
2020-02-04 08:54:10.897,-7268073243558911771,,81.167.16.254,NO,Viken,Honefoss,29695,mobile,True,False,False
2020-02-04 08:57:43.362,-7268073243558911771,,81.167.16.254,NO,Viken,Honefoss,29695,mobile,True,False,False
2020-02-04 09:07:38.915,-5846288589162127794,,79.161.115.193,NO,Vestland,Stord,29695,mobile,True,False,False
2020-02-04 09:11:05.352,-7268073243558911771,,81.167.16.254,NO,Viken,Honefoss,29695,mobile,False,False,False
2020-02-04 09:15:22.145,-5903976024477749181,,109.247.66.183,NO,Nordland,Sortland,29695,desktop,True,False,False
2020-02-04 09:19:50.035,-5903976024477749181,,109.247.66.183,NO,Nordland,Sortland,29695,desktop,True,False,False
2020-02-04 09:22:22.695,-2113387764259172035,,84.234.170.5,NO,Møre og Romsdal,Valderoy,29695,tablet,False,False,False
2020-02-04 09:49:26.282,-924644022735594014,,46.250.222.127,NO,Rogaland,Sandnes,28824,desktop,True,False,False
2020-02-04 09:52:29.042,-9127579543343709059,,188.228.37.185,NO,-,-,29695,desktop,True,False,False
2020-02-04 09:57:25.092,-7574480164336777428,,139.164.144.198,NO,Vestfold og Telemark,Sandefjord,29695,tablet,True,False,False
2020-02-04 10:10:58.641,-9199681687640069288,,10.0.77.229,NO,-,-,29695,desktop,True,False,False
2020-02-04 10:18:35.270,-4674663187235380584,,87.248.18.50,NO,Innlandet,Gjøvik,29492,desktop,True,False,False
2020-02-04 10:34:02.360,3735069132282750725,403.0,37.191.187.63,NO,Oslo County,Oslo,57963,mobile,True,False,False
2020-02-04 10:40:32.231,3735069132282750725,399.0,37.191.187.63,NO,Oslo County,Oslo,57963,mobile,True,False,False
2020-02-04 10:45:52.799,312890127604127453,,51.175.238.183,NO,Oslo County,Oslo,29695,desktop,True,True,False
2020-02-04 11:02:22.898,-720528843671416737,,10.0.77.104,NO,-,-,29695,desktop,True,False,False
2020-02-04 11:16:33.629,-351786186817972788,,77.106.174.11,NO,Innlandet,Gjøvik,29492,desktop,True,False,False
2020-02-04 11:16:40.486,312890127604127453,587.0,51.175.238.183,NO,Oslo County,Oslo,29695,mobile,True,True,False
2020-02-04 11:19:24.388,4644989630319240650,,139.164.0.152,NO,-,-,29695,desktop,False,False,False
2020-02-04 11:35:24.603,4644989630319240650,,139.164.0.152,NO,-,-,29695,desktop,True,False,False
2020-02-04 11:49:44.095,-7268073243558911771,,81.167.16.254,NO,Viken,Honefoss,29695,mobile,True,False,False
2020-02-04 11:56:41.634,-2959045340319798321,,10.0.183.176,NO,Oslo County,Oslo,500022,desktop,True,False,False
2020-02-04 12:05:21.962,5028842981701658071,,10.1.39.73,NO,Rogaland,Helleland,500036,desktop,False,False,False
2020-02-04 12:10:40.719,5028842981701658071,,10.1.39.89,NO,-,-,500036,mobile,True,False,False
2020-02-04 12:14:36.154,666580368949218065,,66.248.237.35,US,-,-,393398,mobile,False,True,False
2020-02-04 12:14:58.616,666580368949218065,,66.248.237.35,US,-,-,393398,mobile,False,True,False
2020-02-04 12:23:15.844,-1502663073691556099,,10.0.183.144,NO,Viken,Langhus,500022,desktop,False,False,False
2020-02-04 12:26:08.829,-1502663073691556099,,10.0.183.144,NO,Viken,Langhus,500022,desktop,True,False,False
2020-02-04 12:34:05.241,-1502663073691556099,,10.0.183.144,NO,Viken,Langhus,500022,desktop,True,False,False
2020-02-04 13:29:51.594,-8785843677555830094,,83.243.180.20,NO,Møre og Romsdal,Ålesund,41164,mobile,True,False,False
2020-02-04 13:36:13.225,4148230908125613616,,84.210.18.252,NO,Viken,Sarpsborg,41164,desktop,False,False,False
2020-02-04 13:36:18.754,-720528843671416737,,10.0.77.104,NO,-,-,29695,desktop,True,False,False
2020-02-04 13:39:12.176,-2959045340319798321,,10.0.183.176,NO,Oslo County,Oslo,500022,desktop,True,False,False
2020-02-04 13:50:49.889,7076876779342920310,,80.203.23.89,NO,Viken,Drammen,15659,mobile,True,False,False
2020-02-04 14:00:26.001,7076876779342920310,,80.203.23.89,NO,Viken,Drammen,15659,mobile,True,False,False
2020-02-04 14:19:05.763,-5894283967590943837,,80.203.160.215,NO,-,-,15659,desktop,True,False,False
2020-02-04 14:28:13.091,2684478750795624290,,158.149.47.115,NO,-,-,29492,desktop,True,False,False
2020-02-04 14:40:27.229,-9127579543343709059,,188.228.37.185,NO,-,-,29695,desktop,True,False,False
2020-02-04 14:42:53.037,-1253824867539899219,,84.234.170.20,NO,Møre og Romsdal,Valderoy,29695,desktop,True,False,False
2020-02-04 14:59:42.690,-9127579543343709059,,188.228.37.185,NO,-,-,29695,desktop,False,False,False
2020-02-04 15:00:05.276,4209372968855544428,,122.129.211.87,KR,-,-,18168,mobile,False,False,False
2020-02-04 15:03:11.637,-9127579543343709059,,188.228.37.185,NO,-,-,29695,desktop,False,False,False
2020-02-04 15:08:50.155,2046855104384783046,,92.220.43.158,NO,Vestland,Bergen,29695,mobile,True,False,False
2020-02-04 15:12:22.604,7076876779342920310,,10.0.9.43,NO,Oslo County,Oslo,207674,mobile,False,True,False
2020-02-04 15:14:56.901,-9127579543343709059,,188.228.37.185,NO,-,-,29695,desktop,True,False,False
2020-02-04 15:18:27.465,6171584243124033692,,139.164.26.145,NO,-,-,29695,mobile,True,False,False
2020-02-04 15:20:14.596,666580368949218065,,170.39.79.166,US,-,-,393398,mobile,False,False,False
2020-02-04 15:28:57.692,666580368949218065,,170.39.79.166,US,-,-,393398,mobile,False,False,False
2020-02-04 15:30:52.443,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:31:54.390,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:32:00.946,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:32:08.053,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:32:12.930,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:33:28.038,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:35:19.052,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:37:35.063,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:37:41.241,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:39:16.351,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:40:15.251,4209372968855544428,,122.129.211.87,KR,-,-,18168,mobile,False,False,False
2020-02-04 15:41:41.336,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:43:36.292,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:44:05.813,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:44:24.416,666580368949218065,,209.236.117.126,US,-,-,393398,mobile,False,True,False
2020-02-04 15:49:20.188,666580368949218065,,66.248.237.3,US,-,-,393398,mobile,False,True,False
2020-02-04 15:49:29.046,666580368949218065,,66.248.237.3,US,-,-,393398,mobile,False,True,False
2020-02-04 15:50:50.715,7076876779342920310,,80.203.23.89,NO,Viken,Drammen,15659,mobile,False,False,False
2020-02-04 16:04:55.669,-7458896929402664134,,109.247.224.221,NO,Rogaland,Egersund,29695,mobile,True,False,False
2020-02-04 16:15:22.959,4793342323329809228,,10.0.74.179,NO,Oslo County,Oslo,29695,desktop,True,False,False
2020-02-04 16:19:44.304,-7458896929402664134,,109.247.224.221,NO,Rogaland,Egersund,29695,mobile,True,False,False
2020-02-04 16:23:54.778,-7458896929402664134,,109.247.224.221,NO,Rogaland,Egersund,29695,mobile,True,False,False
2020-02-04 16:24:03.785,666580368949218065,,170.39.77.12,US,-,-,393398,mobile,False,False,False
2020-02-04 16:24:33.411,4209372968855544428,,122.129.211.87,KR,-,-,18168,mobile,False,False,False
2020-02-04 16:28:15.916,666580368949218065,,170.39.77.12,US,-,-,393398,mobile,True,False,False
2020-02-04 16:28:54.913,-7458896929402664134,,109.247.224.221,NO,Rogaland,Egersund,29695,mobile,True,False,False
2020-02-04 16:30:43.245,-7458896929402664134,,109.247.224.221,NO,Rogaland,Egersund,29695,mobile,True,False,False
2020-02-04 16:33:37.892,-7458896929402664134,,109.247.224.221,NO,Rogaland,Egersund,29695,mobile,False,False,False
2020-02-04 16:44:54.689,6388209872665936727,,152.93.60.230,NO,-,-,29695,desktop,True,False,False
2020-02-04 16:53:02.321,-4624830089536341687,,84.209.220.122,NO,Viken,Finstadjordet,41164,desktop,False,False,False
2020-02-04 16:54:15.462,-62831466141276701,,152.93.156.246,NO,Rogaland,Sandnes,29695,mobile,True,False,False
2020-02-04 16:59:31.948,2223584556682026866,,82.147.47.88,NO,Møre og Romsdal,Skodje,29492,desktop,True,False,False
2020-02-04 17:06:41.320,-720528843671416737,,10.0.77.104,NO,-,-,29695,desktop,True,False,False
2020-02-04 17:29:42.095,-6743057139299061734,,79.160.201.253,NO,Rogaland,Stavanger,29695,tablet,True,False,False
2020-02-04 17:45:59.337,4209372968855544428,,122.129.211.87,KR,-,-,18168,mobile,False,False,False
2020-02-04 17:59:17.096,5284832294171447596,,10.0.73.120,NO,Innlandet,Folldal,29695,mobile,True,False,False
2020-02-04 17:59:45.861,4080254785646607652,,10.3.106.180,IE,-,-,197957,tablet,True,False,False
2020-02-04 18:05:41.456,-5046185090527968899,,80.232.98.53,NO,Rogaland,Bryne,25400,mobile,False,False,False
2020-02-04 18:07:09.257,-5046185090527968899,,80.232.98.53,NO,Rogaland,Bryne,25400,mobile,False,False,False
2020-02-04 18:07:36.917,-5046185090527968899,,80.232.98.53,NO,Rogaland,Bryne,25400,mobile,True,False,False
2020-02-04 18:09:35.792,7076876779342920310,,193.150.121.150,NO,-,-,57423,desktop,False,True,False
2020-02-04 18:10:02.038,-4723857387824563137,,92.220.15.23,NO,Vestland,Hauglandshella,29695,desktop,True,False,False
2020-02-04 18:20:11.198,7076876779342920310,482.0,10.0.9.43,NO,Oslo County,Oslo,207674,mobile,True,True,False
2020-02-04 18:21:00.272,-4723857387824563137,,92.220.15.23,NO,Vestland,Hauglandshella,29695,desktop,True,False,False
2020-02-04 18:26:34.245,-4723857387824563137,,92.220.15.23,NO,Vestland,Hauglandshella,29695,desktop,True,False,False
2020-02-04 18:37:06.684,3213010552360010807,,188.228.58.65,NO,-,-,29695,mobile,True,False,False
2020-02-04 18:42:49.502,4480611786936948590,,109.247.85.172,NO,Rogaland,Egersund,29695,mobile,True,False,False
2020-02-04 18:43:01.374,5629002446393000405,,139.164.243.162,NO,Viken,Drammen,29695,mobile,False,False,False
2020-02-04 18:43:38.875,-720528843671416737,,10.0.77.104,NO,-,-,29695,desktop,True,False,False
2020-02-04 18:43:39.807,5629002446393000405,,139.164.243.162,NO,Viken,Drammen,29695,mobile,False,False,False
2020-02-04 18:43:45.763,6388209872665936727,,152.93.60.230,NO,-,-,29695,mobile,True,False,False
2020-02-04 18:44:05.581,5629002446393000405,,139.164.243.162,NO,Viken,Drammen,29695,mobile,True,False,False
2020-02-04 18:49:04.203,666580368949218065,,170.39.78.224,US,-,-,393398,mobile,False,False,False
2020-02-04 18:52:58.662,-7755540017030618976,,152.93.43.129,NO,-,-,29695,mobile,False,False,False
2020-02-04 18:53:37.590,3907143961805562095,,139.164.52.237,NO,-,-,29695,desktop,True,False,False
2020-02-04 18:53:40.518,-7755540017030618976,,152.93.43.129,NO,-,-,29695,mobile,True,False,False
2020-02-04 18:54:00.471,-7755540017030618976,,152.93.43.129,NO,-,-,29695,mobile,False,False,False
2020-02-04 18:55:07.661,-7755540017030618976,,152.93.43.129,NO,-,-,29695,mobile,False,False,False
2020-02-04 18:55:50.205,-7755540017030618976,,152.93.43.129,NO,-,-,29695,mobile,False,False,False
2020-02-04 18:56:08.142,-7755540017030618976,,152.93.43.129,NO,-,-,29695,mobile,False,False,False
2020-02-04 18:56:40.762,-7755540017030618976,,152.93.43.129,NO,-,-,29695,mobile,True,False,False
2020-02-04 19:00:28.451,7969666057775296388,,109.203.29.195,NO,Innlandet,Hamar,29492,desktop,True,False,False
2020-02-04 19:00:41.496,-351786186817972788,,77.106.174.11,NO,Innlandet,Gjøvik,29492,desktop,True,False,False
2020-02-04 19:00:51.101,666580368949218065,,170.39.78.224,US,-,-,393398,mobile,False,False,False
2020-02-04 19:03:46.986,-6794125497066375425,,10.0.57.112,NO,-,-,29695,mobile,True,False,False
2020-02-04 19:06:12.119,-8803830700387662493,1445.0,84.209.74.46,NO,Oslo County,Oslo,41164,mobile,True,False,False
2020-02-04 19:20:19.724,666580368949218065,,38.135.39.80,US,-,-,393398,mobile,False,True,False
2020-02-04 19:29:00.985,-7384612111769493524,,156.52.53.96,NO,Viken,Gressvik,29695,desktop,True,False,False
2020-02-04 19:31:41.017,-211719295146853428,,188.228.10.60,NO,-,-,29695,desktop,True,False,False
2020-02-04 19:34:05.314,-7384612111769493524,,156.52.53.96,NO,Viken,Gressvik,29695,desktop,True,False,False
2020-02-04 19:35:46.727,-211719295146853428,,188.228.10.60,NO,-,-,29695,desktop,True,False,False
